,customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
9688,9689,22,Male,Brazil,44840,44,10,44.23,2,12,0.44,0,Good quality and value for money.,2025-05-22
5720,5721,61,Male,Brazil,75952,15,32,44.44,13,17,0.22,0,Very satisfied with my purchase.,2025-06-19
356,357,34,Female,Japan,50075,31,23,42.36,8,30,0.1,0,Excellent customer service.,2025-08-18
9907,9908,70,Female,South Africa,76698,55,38,43.12,14,26,0.97,0,Very satisfied with my purchase.,2025-06-06
5451,5452,66,Female,Canada,90508,96,42,64.21,14,5,0.08,0,Love the products and fast shipping.,2025-06-07
8193,8194,47,Male,Brazil,90505,25,26,52.0,10,29,0.75,0,Good quality and value for money.,2025-06-12
6438,6439,34,Female,USA,92901,75,19,55.62,3,17,0.58,0,The website is easy to use.,2025-07-16
7704,7705,40,Male,France,31973,19,11,31.66,4,28,0.75,1,Difficult to navigate the website.,2024-11-24
1275,1276,28,Female,USA,112163,76,26,62.37,5,15,0.0,0,Excellent customer service.,2025-06-29
1890,1891,45,Female,Canada,75056,51,34,43.32,12,15,0.23,0,Love the products and fast shipping.,2025-10-05
8686,8687,20,Female,South Africa,29353,61,8,38.45,0,7,0.25,0,Love the products and fast shipping.,2025-08-27
6568,6569,63,Female,UK,79626,84,19,55.91,4,17,0.45,0,Good quality and value for money.,2025-09-29
9623,9624,49,Female,USA,91749,71,23,47.16,6,10,0.62,0,The website is easy to use.,2025-08-18
3563,3564,50,Male,Brazil,87409,32,21,35.57,6,5,0.1,0,Very satisfied with my purchase.,2025-06-28
5787,5788,32,Male,Brazil,20612,17,27,36.67,11,13,0.19,0,Excellent customer service.,2025-07-17
4958,4959,44,Female,Brazil,73661,21,30,40.49,12,30,0.88,0,Very satisfied with my purchase.,2025-09-20
1546,1547,20,Male,Japan,63419,59,12,39.88,1,25,0.47,0,Love the products and fast shipping.,2025-05-21
2380,2381,66,Female,India,67264,42,31,49.79,12,20,0.01,0,"Great experience, will shop again!",2025-10-01
3823,3824,36,Male,India,49472,5,11,23.66,4,10,0.7,0,Very satisfied with my purchase.,2025-08-31
3232,3233,45,Male,Japan,85857,89,17,60.5,2,11,0.62,0,"Great experience, will shop again!",2025-06-19
8399,8400,31,Female,Australia,113716,30,25,56.73,8,15,0.2,0,The website is easy to use.,2025-06-18
3306,3307,27,Female,Germany,54097,84,22,44.61,5,29,0.36,0,Good quality and value for money.,2025-10-12
492,493,26,Male,India,76993,86,27,61.04,8,28,0.55,0,Very satisfied with my purchase.,2025-09-18
3499,3500,60,Female,India,72325,8,6,40.29,0,23,0.14,0,Love the products and fast shipping.,2025-06-21
6664,6665,31,Female,UK,122843,71,25,51.52,5,26,0.38,0,Good quality and value for money.,2025-09-28
1116,1117,43,Male,France,50906,92,41,41.46,14,21,0.26,0,"Great experience, will shop again!",2025-05-26
5637,5638,64,Female,Canada,145864,44,16,59.37,2,15,0.8,0,Excellent customer service.,2025-08-20
8774,8775,68,Male,Australia,131551,16,28,58.8,10,30,0.49,0,"Great experience, will shop again!",2025-07-16
6146,6147,67,Male,Australia,91502,62,30,54.2,9,20,0.16,0,Very satisfied with my purchase.,2025-10-02
9867,9868,39,Female,Brazil,45645,27,36,35.66,15,11,0.88,1,I will not be shopping here again.,2023-12-01
8775,8776,46,Male,Canada,98520,34,14,44.88,2,4,0.83,1,I will not be shopping here again.,2023-11-19
6707,6708,62,Male,UK,170713,32,11,65.28,0,30,0.52,0,Excellent customer service.,2025-05-04
9948,9949,29,Male,India,31532,64,23,38.72,8,28,0.29,0,Excellent customer service.,2025-06-29
7965,7966,49,Female,Brazil,92358,76,15,55.44,1,1,0.02,0,Excellent customer service.,2025-06-23
3645,3646,30,Female,USA,72043,98,18,49.68,2,13,0.79,0,"Great experience, will shop again!",2025-07-29
2500,2501,20,Male,Canada,85660,74,18,54.52,2,7,0.3,0,Very satisfied with my purchase.,2025-05-28
5677,5678,47,Female,USA,140532,88,24,56.32,4,11,0.27,0,The website is easy to use.,2025-09-11
5241,5242,54,Male,India,53754,32,29,28.8,11,7,0.65,0,Excellent customer service.,2025-07-13
6518,6519,69,Female,Japan,179352,42,27,73.28,6,29,0.04,0,Love the products and fast shipping.,2025-07-03
2783,2784,67,Male,India,29041,50,13,35.78,2,21,0.26,0,Excellent customer service.,2025-08-01
6158,6159,50,Female,USA,91276,83,32,53.85,10,23,0.54,0,"Great experience, will shop again!",2025-06-08
3809,3810,66,Female,UK,71434,51,39,37.58,15,11,0.58,0,Very satisfied with my purchase.,2025-05-17
9428,9429,45,Female,Canada,87302,86,35,57.33,10,16,0.46,0,"Great experience, will shop again!",2025-10-14
9524,9525,20,Male,South Africa,35436,60,7,43.34,0,20,0.59,0,Love the products and fast shipping.,2025-07-28
8599,8600,42,Male,South Africa,34982,83,20,52.91,5,18,0.07,0,Love the products and fast shipping.,2025-06-24
1696,1697,21,Male,Brazil,51139,86,17,51.55,2,4,0.67,0,Excellent customer service.,2025-08-25
5685,5686,34,Female,USA,49558,11,4,40.34,1,14,0.3,0,Love the products and fast shipping.,2025-05-03
8367,8368,42,Male,India,38615,12,26,22.9,11,16,0.31,0,"Great experience, will shop again!",2025-06-16
5939,5940,60,Male,India,66109,91,40,45.97,14,16,0.63,0,Very satisfied with my purchase.,2025-08-27
2052,2053,36,Male,Australia,50102,73,40,47.51,15,4,0.7,0,Excellent customer service.,2025-07-26
1776,1777,57,Female,Brazil,47798,64,32,35.81,11,20,0.99,0,Very satisfied with my purchase.,2025-05-31
6560,6561,23,Female,India,69179,71,19,43.72,4,25,1.0,0,"Great experience, will shop again!",2025-06-27
3313,3314,44,Male,India,37909,46,12,44.83,3,12,0.32,0,Love the products and fast shipping.,2025-05-28
4781,4782,54,Male,USA,143404,4,22,56.34,7,17,0.54,0,The website is easy to use.,2025-09-30
8538,8539,68,Female,France,84681,93,24,63.55,4,8,0.55,0,Very satisfied with my purchase.,2025-05-04
6781,6782,60,Male,South Africa,74120,37,24,42.57,7,6,0.69,0,Good quality and value for money.,2025-07-28
1592,1593,18,Female,India,36460,47,8,37.33,0,7,0.85,1,Difficult to navigate the website.,2023-12-22
1723,1724,45,Male,USA,124163,96,19,56.35,1,24,0.14,0,Excellent customer service.,2025-07-10
215,216,50,Male,India,52110,66,30,47.33,11,19,0.78,0,Love the products and fast shipping.,2025-08-06
6326,6327,42,Male,USA,106928,58,39,51.02,14,12,0.83,0,Good quality and value for money.,2025-07-14
8256,8257,59,Male,Germany,122224,53,17,52.08,2,29,0.68,0,The website is easy to use.,2025-10-14
490,491,29,Male,France,57141,59,9,39.41,0,3,0.2,0,"Great experience, will shop again!",2025-08-18
9133,9134,50,Male,Brazil,34588,26,3,26.51,0,13,0.6,0,"Great experience, will shop again!",2025-06-11
3483,3484,40,Male,Brazil,43680,88,13,37.58,1,1,0.99,0,The website is easy to use.,2025-10-05
5102,5103,66,Female,USA,150829,78,44,74.92,15,5,0.07,0,The website is easy to use.,2025-07-16
5187,5188,33,Female,Canada,138771,56,35,53.95,11,3,0.83,0,Good quality and value for money.,2025-09-17
3431,3432,47,Female,Brazil,89499,34,9,43.62,1,3,0.74,0,"Great experience, will shop again!",2025-09-04
9198,9199,58,Female,Brazil,46850,51,36,34.76,13,19,0.92,0,Very satisfied with my purchase.,2025-08-12
7710,7711,48,Male,USA,69362,51,23,34.51,8,9,0.3,0,Excellent customer service.,2025-09-14
5513,5514,36,Male,India,27147,53,35,40.97,13,5,0.32,0,Good quality and value for money.,2025-10-26
25,26,20,Female,Brazil,24357,26,5,22.49,0,9,0.07,0,Very satisfied with my purchase.,2025-09-16
3512,3513,58,Female,India,45166,34,34,34.38,14,28,0.11,0,Love the products and fast shipping.,2025-10-20
2409,2410,69,Female,Canada,131712,56,15,50.57,2,22,0.12,0,Excellent customer service.,2025-07-18
3270,3271,34,Male,UK,97469,39,19,46.39,5,15,0.65,0,Love the products and fast shipping.,2025-10-26
5209,5210,43,Female,Japan,54138,51,36,37.99,13,5,0.96,0,"Great experience, will shop again!",2025-09-19
8711,8712,35,Female,USA,49638,85,13,45.33,0,19,0.21,0,Love the products and fast shipping.,2025-09-02
1552,1553,70,Female,Australia,113090,74,34,49.34,11,13,0.56,0,Excellent customer service.,2025-07-17
9197,9198,27,Male,India,52399,6,21,22.66,9,28,0.58,0,Excellent customer service.,2025-07-14
8621,8622,61,Male,Canada,140258,75,22,65.52,3,9,0.86,0,The website is easy to use.,2025-09-18
3871,3872,54,Female,Australia,82090,35,13,43.82,2,28,0.42,0,Good quality and value for money.,2025-10-22
3402,3403,18,Male,India,51221,87,11,38.77,0,25,0.84,1,Customer service was unhelpful.,2024-08-21
4529,4530,42,Female,USA,68182,8,19,43.46,7,26,0.32,0,Love the products and fast shipping.,2025-10-16
979,980,30,Female,USA,93879,1,11,47.06,4,27,0.56,0,Good quality and value for money.,2025-09-04
2655,2656,34,Female,Japan,76564,83,14,47.83,0,29,0.32,0,The website is easy to use.,2025-09-20
1847,1848,19,Female,USA,71821,51,11,46.07,1,16,0.5,0,Good quality and value for money.,2025-09-05
7964,7965,22,Male,India,39983,80,14,50.99,1,24,0.46,0,"Great experience, will shop again!",2025-09-26
8240,8241,42,Male,UK,52688,95,11,47.46,0,26,0.74,0,Love the products and fast shipping.,2025-08-04
7145,7146,35,Male,Canada,45388,54,10,47.37,0,11,0.63,0,Good quality and value for money.,2025-05-29
7299,7300,45,Male,USA,148013,94,44,64.19,14,28,0.82,0,Love the products and fast shipping.,2025-09-13
5721,5722,30,Female,France,56801,71,14,46.23,2,24,0.53,0,Very satisfied with my purchase.,2025-05-31
515,516,54,Female,Canada,57056,3,14,31.65,6,22,0.04,0,Very satisfied with my purchase.,2025-09-23
8745,8746,33,Male,India,53786,24,4,43.43,0,26,0.75,1,Difficult to navigate the website.,2024-09-25
8297,8298,53,Male,India,33444,20,20,25.49,8,15,0.61,0,"Great experience, will shop again!",2025-06-05
1102,1103,32,Male,France,74155,45,27,46.18,10,26,0.18,0,Very satisfied with my purchase.,2025-08-29
3276,3277,26,Male,Germany,81635,38,26,45.24,8,14,0.4,0,Very satisfied with my purchase.,2025-07-07
7217,7218,37,Male,Canada,53544,15,20,32.51,7,6,0.71,0,Love the products and fast shipping.,2025-05-09
7389,7390,20,Female,Brazil,43023,19,6,40.85,1,4,0.09,1,Difficult to navigate the website.,2024-09-14
9077,9078,48,Female,USA,87714,80,37,45.71,13,6,0.11,0,Very satisfied with my purchase.,2025-06-19
8337,8338,49,Male,Australia,63649,19,30,27.03,12,22,0.07,0,"Great experience, will shop again!",2025-08-26
3996,3997,50,Female,UK,95698,68,15,46.62,2,27,0.27,0,The website is easy to use.,2025-08-19
194,195,22,Male,Canada,104824,88,19,60.87,3,27,0.3,0,Excellent customer service.,2025-10-09
4711,4712,64,Male,Australia,63721,10,14,41.57,4,13,0.46,1,The product did not match the description.,2024-01-01
643,644,30,Male,Australia,117494,56,22,60.13,6,18,0.15,0,Excellent customer service.,2025-05-25
9089,9090,55,Male,India,31179,53,28,33.68,10,25,0.57,0,Excellent customer service.,2025-07-19
3285,3286,44,Female,USA,88497,30,36,45.69,14,25,0.28,0,Love the products and fast shipping.,2025-10-16
3116,3117,62,Female,Brazil,35500,34,36,28.38,15,6,0.07,0,Good quality and value for money.,2025-09-14
6476,6477,57,Male,India,78922,6,30,27.49,12,22,0.47,0,The website is easy to use.,2025-06-17
3575,3576,49,Male,Australia,104871,26,34,38.77,12,27,0.93,1,The product did not match the description.,2024-09-01
9023,9024,36,Female,India,32911,29,15,30.84,6,7,0.22,0,Very satisfied with my purchase.,2025-05-31
4320,4321,44,Male,France,27357,91,24,51.07,6,1,0.63,0,Good quality and value for money.,2025-06-11
9992,9993,53,Female,India,45994,28,11,42.17,3,4,0.22,0,Very satisfied with my purchase.,2025-09-17
2207,2208,46,Male,India,86139,53,21,55.11,5,15,0.36,0,"Great experience, will shop again!",2025-07-06
4552,4553,20,Female,USA,135043,44,11,48.54,0,19,0.21,0,"Great experience, will shop again!",2025-07-07
7316,7317,56,Female,Brazil,91057,80,43,53.83,15,1,0.66,0,Love the products and fast shipping.,2025-08-12
3718,3719,49,Male,Germany,172381,98,35,80.51,8,11,0.14,0,Excellent customer service.,2025-07-31
972,973,51,Female,Brazil,77923,15,16,34.1,6,27,0.94,0,Very satisfied with my purchase.,2025-08-10
4579,4580,66,Female,India,42433,48,34,34.71,14,19,0.53,0,Good quality and value for money.,2025-07-29
719,720,29,Male,Germany,55490,46,29,42.22,11,27,0.77,1,I will not be shopping here again.,2024-07-12
9017,9018,59,Male,Germany,132302,34,31,57.47,11,25,0.11,0,Very satisfied with my purchase.,2025-05-05
6155,6156,26,Male,USA,78445,11,18,41.34,6,29,0.17,0,Love the products and fast shipping.,2025-07-25
9430,9431,46,Female,Australia,152025,93,23,65.69,2,13,0.83,0,Love the products and fast shipping.,2025-07-11
3896,3897,70,Male,India,95926,14,10,50.84,1,15,0.9,0,Good quality and value for money.,2025-09-15
2803,2804,46,Female,Brazil,76614,50,27,54.37,10,4,0.42,0,Love the products and fast shipping.,2025-07-27
2566,2567,66,Female,India,29184,11,4,24.99,1,6,0.37,0,The website is easy to use.,2025-06-25
4025,4026,52,Male,Canada,172933,66,41,64.98,13,12,0.82,0,Love the products and fast shipping.,2025-09-19
6198,6199,44,Male,Brazil,79929,15,25,29.2,10,7,0.15,0,Good quality and value for money.,2025-05-24
32,33,70,Female,India,41175,52,15,34.11,4,2,0.13,0,Very satisfied with my purchase.,2025-09-06
8307,8308,70,Female,UK,135596,32,11,54.6,0,26,0.66,0,"Great experience, will shop again!",2025-07-23
8831,8832,69,Female,Japan,123312,81,46,55.4,15,13,0.86,0,"Great experience, will shop again!",2025-08-21
9818,9819,38,Female,USA,115231,69,38,65.37,13,20,0.09,0,Excellent customer service.,2025-05-28
4063,4064,53,Female,USA,164631,73,42,71.88,12,23,0.63,0,Good quality and value for money.,2025-05-30
8948,8949,63,Male,Australia,86778,33,16,39.65,4,10,0.83,1,Customer service was unhelpful.,2024-07-26
5540,5541,57,Female,India,72847,34,36,35.42,14,30,0.43,0,Very satisfied with my purchase.,2025-09-17
1697,1698,51,Male,India,60150,32,13,43.55,4,24,1.0,0,Excellent customer service.,2025-06-20
2792,2793,33,Male,India,69042,63,34,43.05,12,22,0.28,0,Love the products and fast shipping.,2025-10-09
2222,2223,63,Male,USA,105193,24,8,49.82,0,4,0.99,0,Good quality and value for money.,2025-06-30
5818,5819,19,Female,UK,69356,59,8,46.48,0,7,0.82,0,Excellent customer service.,2025-10-04
9662,9663,46,Female,USA,167360,38,17,70.17,3,21,0.64,0,Very satisfied with my purchase.,2025-07-30
3764,3765,33,Male,USA,144168,95,31,64.4,6,10,0.32,0,Very satisfied with my purchase.,2025-07-03
3866,3867,56,Female,India,70818,65,33,39.14,11,15,0.56,0,Very satisfied with my purchase.,2025-07-11
6421,6422,48,Female,Germany,129398,4,35,54.86,13,20,0.55,0,Excellent customer service.,2025-06-02
9399,9400,41,Male,Brazil,52245,45,10,35.44,2,28,0.58,0,Love the products and fast shipping.,2025-09-10
8938,8939,27,Male,India,57426,32,13,41.77,3,17,0.4,0,Very satisfied with my purchase.,2025-09-08
6671,6672,40,Female,Brazil,39196,48,18,33.24,5,14,0.59,0,Very satisfied with my purchase.,2025-09-11
7978,7979,39,Male,USA,114887,19,15,37.15,4,19,0.23,0,Love the products and fast shipping.,2025-05-30
3758,3759,66,Male,Brazil,95839,10,29,49.26,12,23,0.6,0,"Great experience, will shop again!",2025-05-08
9774,9775,60,Male,UK,100699,6,31,32.08,13,7,0.1,0,The website is easy to use.,2025-05-05
3227,3228,69,Female,USA,133450,17,10,55.79,1,19,0.59,1,The product did not match the description.,2025-01-16
7802,7803,51,Female,UK,72547,36,16,46.08,4,22,0.48,0,Excellent customer service.,2025-08-25
3923,3924,27,Female,USA,146555,56,16,57.85,2,24,0.04,0,Love the products and fast shipping.,2025-07-13
3904,3905,29,Male,USA,125004,3,16,51.34,4,18,0.28,0,Good quality and value for money.,2025-05-18
2277,2278,31,Female,USA,135958,5,14,40.14,4,11,0.16,0,Good quality and value for money.,2025-08-27
6810,6811,62,Male,Australia,143984,39,35,65.57,12,30,0.17,0,Good quality and value for money.,2025-07-17
1401,1402,66,Female,USA,156811,55,33,61.26,9,4,0.65,0,"Great experience, will shop again!",2025-08-21
739,740,69,Male,Japan,91446,45,11,53.73,1,24,0.08,0,Good quality and value for money.,2025-09-30
4266,4267,29,Male,South Africa,26155,76,27,48.08,8,7,0.75,0,Very satisfied with my purchase.,2025-09-05
9861,9862,41,Female,Germany,87030,76,24,53.1,6,17,0.72,0,The website is easy to use.,2025-05-21
7352,7353,45,Female,USA,130784,79,26,58.67,5,2,0.06,0,Love the products and fast shipping.,2025-08-12
7518,7519,41,Male,Australia,106670,34,23,45.92,8,9,0.99,0,Good quality and value for money.,2025-10-27
3851,3852,53,Male,Germany,140185,28,39,51.73,14,21,0.5,0,The website is easy to use.,2025-07-24
8631,8632,45,Male,Canada,77556,45,11,41.11,0,25,0.85,0,Excellent customer service.,2025-08-14
2661,2662,39,Male,Canada,119864,24,30,50.85,11,12,0.06,0,"Great experience, will shop again!",2025-08-27
6504,6505,43,Female,Canada,149463,6,23,51.18,8,27,0.05,1,Customer service was unhelpful.,2024-03-21
9799,9800,39,Male,USA,74791,1,14,43.54,4,29,0.29,0,"Great experience, will shop again!",2025-08-15
674,675,48,Female,USA,143922,90,47,66.57,15,11,0.41,0,Excellent customer service.,2025-07-10
7105,7106,39,Male,Germany,48910,91,34,56.61,11,7,0.85,0,Good quality and value for money.,2025-07-21
6360,6361,46,Female,Canada,59532,37,34,45.39,13,6,0.93,0,The website is easy to use.,2025-10-16
3841,3842,50,Male,Brazil,93316,40,11,38.6,1,18,0.89,1,"Poor quality, item broke after a week.",2023-12-18
1815,1816,30,Male,USA,147993,47,28,59.08,8,5,0.54,0,Love the products and fast shipping.,2025-05-22
9489,9490,48,Female,India,52281,75,12,49.5,0,8,0.66,0,Very satisfied with my purchase.,2025-08-08
9838,9839,66,Male,South Africa,55198,40,10,34.48,1,24,0.92,0,"Great experience, will shop again!",2025-10-16
9201,9202,29,Male,India,70759,90,31,43.92,9,14,0.59,0,Love the products and fast shipping.,2025-05-18
4653,4654,39,Male,Japan,46620,64,34,33.07,12,24,0.06,0,Good quality and value for money.,2025-09-17
8692,8693,22,Female,UK,143042,74,18,71.63,1,14,0.12,0,"Great experience, will shop again!",2025-10-23
2100,2101,51,Male,Brazil,76106,91,34,53.13,10,7,0.13,0,Good quality and value for money.,2025-05-31
7711,7712,54,Male,USA,161457,7,13,49.3,2,5,0.27,0,Very satisfied with my purchase.,2025-05-20
1673,1674,37,Male,Australia,91346,66,26,54.24,6,14,0.92,0,Very satisfied with my purchase.,2025-10-15
2101,2102,48,Male,USA,71930,65,36,37.64,13,3,0.14,0,Good quality and value for money.,2025-09-10
4213,4214,23,Male,Japan,92826,11,13,46.55,4,16,0.94,1,I will not be shopping here again.,2023-11-11
6958,6959,53,Female,India,34995,9,6,27.54,1,5,0.84,1,Customer service was unhelpful.,2023-12-02
1548,1549,66,Female,Canada,69612,68,24,51.96,7,4,0.44,0,Good quality and value for money.,2025-09-10
9550,9551,52,Female,USA,173354,96,25,82.19,3,30,0.46,0,Good quality and value for money.,2025-10-09
3323,3324,49,Male,India,91947,64,13,51.54,0,26,0.62,0,Very satisfied with my purchase.,2025-10-17
9583,9584,69,Male,USA,143298,27,13,60.61,1,23,0.01,0,Love the products and fast shipping.,2025-10-16
355,356,29,Female,India,63116,10,16,26.43,5,20,0.83,0,Good quality and value for money.,2025-09-01
5184,5185,25,Female,India,62335,32,16,34.84,4,14,0.51,0,"Great experience, will shop again!",2025-10-15
1461,1462,28,Male,India,24831,24,13,39.58,5,17,0.98,1,I will not be shopping here again.,2024-05-04
7624,7625,56,Male,India,40011,80,37,46.02,13,17,0.68,0,Love the products and fast shipping.,2025-08-09
